druid,purl,Title,Subtitle,Date,Type,Type URI
druid:pm561ck9383,https://purl.stanford.edu/pm561ck9383,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:pm693mg3719,https://purl.stanford.edu/pm693mg3719,"Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:pm709cp3815,https://purl.stanford.edu/pm709cp3815,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:pm742rb1792,https://purl.stanford.edu/pm742rb1792,"Ujamaa, rafting trip",,,still image,http://vocab.getty.edu/aat/300046300
druid:pm862kc3223,https://purl.stanford.edu/pm862kc3223,CBPA Presents,Spring Into Dance,5/23/07,moving image,http://vocab.getty.edu/aat/300069200
druid:pm930cy9454,https://purl.stanford.edu/pm930cy9454,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:pn069jt2562,https://purl.stanford.edu/pn069jt2562,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pn337js0386,https://purl.stanford.edu/pn337js0386,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:pn684xh7520,https://purl.stanford.edu/pn684xh7520,"Ujamaa, hula party",,,still image,http://vocab.getty.edu/aat/300046300
druid:pn825gj9457,https://purl.stanford.edu/pn825gj9457,W15-AFRICAAM-245-01,Understanding Racial And Ethnic Identity Development,2015,text,http://vocab.getty.edu/aat/300028026
druid:pn943qt4818,https://purl.stanford.edu/pn943qt4818,"Rally the Resistance, Stanford University",,1/20/17,still image,http://vocab.getty.edu/aat/300046300
druid:pp137tx2701,https://purl.stanford.edu/pp137tx2701,Term Paper and Writing Clinic,,,still image,http://vocab.getty.edu/aat/300224742
druid:pp371qj0992,https://purl.stanford.edu/pp371qj0992,SIS Slumber party,,1979-04,still image,
druid:pp384mb0356,https://purl.stanford.edu/pp384mb0356,"The Real News, Volume 9, Number 1",1976 Autumn,1976,text,
druid:pp398nh2110,https://purl.stanford.edu/pp398nh2110,Student demonstrations -- Black Student Union,,1969-02,still image,http://vocab.getty.edu/aat/300127104
druid:pp485cg1668,https://purl.stanford.edu/pp485cg1668,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:pp699wn1827,https://purl.stanford.edu/pp699wn1827,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:pq107pw7365,https://purl.stanford.edu/pq107pw7365,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pq181gs5096,https://purl.stanford.edu/pq181gs5096,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:pq357gq5386,https://purl.stanford.edu/pq357gq5386,Julian Bond,,,still image,http://vocab.getty.edu/aat/300046300
druid:pq411gc0017,https://purl.stanford.edu/pq411gc0017,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:pq495pq1100,https://purl.stanford.edu/pq495pq1100,Students for Defense of Angela Davis,,1971,mixed material,
druid:pq579bc6632,https://purl.stanford.edu/pq579bc6632,Winter quarter's theme activities,,,still image,
druid:pq607ct2923,https://purl.stanford.edu/pq607ct2923,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pq643hm5128,https://purl.stanford.edu/pq643hm5128,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:pq661qz0245,https://purl.stanford.edu/pq661qz0245,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pq824ww4683,https://purl.stanford.edu/pq824ww4683,East Palo Alto/Nairobi Legacy Reunion: Dorothy Mitchell,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:pq831hr9257,https://purl.stanford.edu/pq831hr9257,Black Student Cultural Center Questionaire,,1981,text,
druid:pq835cq3918,https://purl.stanford.edu/pq835cq3918,F13-AFRICAAM-102-01,Introduction To Public History And Public Service,2013,text,http://vocab.getty.edu/aat/300028026
druid:pq870my6304,https://purl.stanford.edu/pq870my6304,Clayborne Carson - Associate Professor History,,8/8/85,still image,http://vocab.getty.edu/aat/300046300
druid:pr045yt2753,https://purl.stanford.edu/pr045yt2753,Stanford out of South Africa,,2/9/87,still image,http://vocab.getty.edu/aat/300046300
druid:pr271wv2865,https://purl.stanford.edu/pr271wv2865,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pr429vs7932,https://purl.stanford.edu/pr429vs7932,Kyle and Diane Cabbell,,4/6/19,text,http://id.loc.gov/vocabulary/marcgt/int
druid:pr501fz0125,https://purl.stanford.edu/pr501fz0125,Henry Lewis Gates,,5/20/85,still image,http://vocab.getty.edu/aat/300046300
druid:pr527fc5968,https://purl.stanford.edu/pr527fc5968,Would you invest…,,1985,still image,
druid:pr672yf2637,https://purl.stanford.edu/pr672yf2637,"I wish they would focus on diversity that actually mattered - said at SLS. Racism Lives Here Too, 2018",,2018-02,still image,http://vocab.getty.edu/aat/300027221
druid:pr718mc8067,https://purl.stanford.edu/pr718mc8067,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ps217cs7671,https://purl.stanford.edu/ps217cs7671,"Letter from Ravenswood School District Superintendent to Kenneth P. Monteiro, Stanford Psychology Department",,2/6/78,text,
druid:ps290kj2685,https://purl.stanford.edu/ps290kj2685,Making the Spirit of 20th and 21st Century Culture,6,,moving image,http://vocab.getty.edu/aat/300069200
druid:ps303ss1948,https://purl.stanford.edu/ps303ss1948,East Palo Alto/Nairobi Legacy Reunion: Eugene (Moriba) Perkins  and Efuru Perkins,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:ps332xf0028,https://purl.stanford.edu/ps332xf0028,"Stanford Out of South Africa, Joan Baez",,1985,still image,
druid:ps341ph3272,https://purl.stanford.edu/ps341ph3272,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:ps382rd4214,https://purl.stanford.edu/ps382rd4214,"Stanford out of South Africa (SOSA), Sit-in at Old Union",,10/23/85,still image,http://vocab.getty.edu/aat/300046300
druid:ps424xr3794,https://purl.stanford.edu/ps424xr3794,East Palo Alto/Nairobi Legacy Reunion: Bob Hoover,,7/23/04,still image,http://vocab.getty.edu/aat/300046300
druid:ps900bf3515,https://purl.stanford.edu/ps900bf3515,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:pt132wk8623,https://purl.stanford.edu/pt132wk8623,Job Fair for Minorities and Women,,1/23/82,still image,http://vocab.getty.edu/aat/300224742
druid:pt475qm6048,https://purl.stanford.edu/pt475qm6048,Jean Leonard,,,text,http://vocab.getty.edu/aat/300027388
druid:pt542pw1441,https://purl.stanford.edu/pt542pw1441,Comeup Collective Podcast,"S01 E02, This That Nunu!",3/21/20,moving image,http://vocab.getty.edu/aat/300310137
druid:pv087br9273,https://purl.stanford.edu/pv087br9273,Bay Area Black Enterprise Conference,,,still image,http://vocab.getty.edu/aat/300224742
druid:pv104wy0834,https://purl.stanford.edu/pv104wy0834,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pv123pd5225,https://purl.stanford.edu/pv123pd5225,South Africa Divestment protest at President's Office,,7/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:pv224rz8984,https://purl.stanford.edu/pv224rz8984,IDA Finale Performance,Tape #2,,moving image,http://vocab.getty.edu/aat/300069200
druid:pv277xb0482,https://purl.stanford.edu/pv277xb0482,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:pv601qs7807,https://purl.stanford.edu/pv601qs7807,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:pv647rx5929,https://purl.stanford.edu/pv647rx5929,Julian Bond,,,still image,http://vocab.getty.edu/aat/300046300
druid:pv690fw5075,https://purl.stanford.edu/pv690fw5075,Black family picnic,,,still image,
druid:pv739rm8386,https://purl.stanford.edu/pv739rm8386,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:pv780zn5163,https://purl.stanford.edu/pv780zn5163,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:pv848ck6662,https://purl.stanford.edu/pv848ck6662,Freshmen in theme houses,,,still image,
druid:pw036mw7654,https://purl.stanford.edu/pw036mw7654,Ewart Thomas - Professor Chrm. Psychology - Black Students at Stanford Brochure,,8/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:pw106jy6560,https://purl.stanford.edu/pw106jy6560,Black Student Orientation,,10/12/84,still image,http://vocab.getty.edu/aat/300224742
druid:pw253zh3578,https://purl.stanford.edu/pw253zh3578,Students Out of South Africa--Sit-in at Old Union,,10/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:pw268pq1098,https://purl.stanford.edu/pw268pq1098,"Racism Lives Here Too supporters with banner, 2018",,2018-02,still image,http://vocab.getty.edu/aat/300046300
druid:pw269dq5195,https://purl.stanford.edu/pw269dq5195,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:pw299bs8443,https://purl.stanford.edu/pw299bs8443,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:pw380br2009,https://purl.stanford.edu/pw380br2009,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pw503sx1764,https://purl.stanford.edu/pw503sx1764,W16-AFRICAST-229-01,Literature And Global Health,2016,text,http://vocab.getty.edu/aat/300028026
druid:pw522zr0644,https://purl.stanford.edu/pw522zr0644,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:pw533jf6567,https://purl.stanford.edu/pw533jf6567,Fifth Biennial Black Premedical Conference,,11/7/80,text,
druid:pw849rd2893,https://purl.stanford.edu/pw849rd2893,"Justice and Hope: Past Reflections and Future Visions of the Stanford Black Student Union, 1967-1989",,1990,text,
druid:pw870xs6543,https://purl.stanford.edu/pw870xs6543,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:px137gx5675,https://purl.stanford.edu/px137gx5675,Institute for Diversity in the Arts at Stanford,,,moving image,http://vocab.getty.edu/aat/300069200
druid:px441jy5347,https://purl.stanford.edu/px441jy5347,Clayborne Carson - Associate Professor History,,8/8/85,still image,http://vocab.getty.edu/aat/300046300
druid:px442pn3445,https://purl.stanford.edu/px442pn3445,"Clayborne Carson, African-American History: The Modern Freedom Struggle, 2007-11-13",,11/13/07,moving image,http://id.loc.gov/authorities/genreForms/gf2011026712
druid:px506yr0514,https://purl.stanford.edu/px506yr0514,"Rally the Resistance, Stanford University",,1/20/17,still image,http://vocab.getty.edu/aat/300046300
druid:px567wp7573,https://purl.stanford.edu/px567wp7573,Yes We Can,,1973,text,http://vocab.getty.edu/aat/300248280
druid:px575zw5233,https://purl.stanford.edu/px575zw5233,South Africa Perspectives- Questions and answers on divestment,,1985,mixed material,
druid:px630cf5375,https://purl.stanford.edu/px630cf5375,"Martin Luther King, Jr. at Stanford",,4/23/64,still image,http://vocab.getty.edu/aat/300046300
druid:px906qp8643,https://purl.stanford.edu/px906qp8643,Ujamaa journal,"Volume 1, Number 1",,text,
druid:px985tx2149,https://purl.stanford.edu/px985tx2149,East Palo Alto/Nairobi Legacy Reunion,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:py087ck6351,https://purl.stanford.edu/py087ck6351,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:py122yt5583,https://purl.stanford.edu/py122yt5583,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:py287wm8660,https://purl.stanford.edu/py287wm8660,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:py375ph0571,https://purl.stanford.edu/py375ph0571,Kwanza,,1982-12,still image,http://vocab.getty.edu/aat/300224742
druid:py453tv0114,https://purl.stanford.edu/py453tv0114,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:py564pz2315,https://purl.stanford.edu/py564pz2315,Sp12-AFRICAST-139A-01,Forgotten Africa,2012,text,http://vocab.getty.edu/aat/300028026
druid:py786jz8229,https://purl.stanford.edu/py786jz8229,"Black Lives Matter memorial, Stanford University",,7/22/20,still image,http://vocab.getty.edu/aat/300417379
druid:pz024nd3562,https://purl.stanford.edu/pz024nd3562,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pz149fb2260,https://purl.stanford.edu/pz149fb2260,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pz186xv0883,https://purl.stanford.edu/pz186xv0883,"Black people just commit more crime - said at SLS. Racism Lives Here Too, 2018",,2018-02,still image,http://vocab.getty.edu/aat/300027221
druid:pz197yz6779,https://purl.stanford.edu/pz197yz6779,Grapevine,,2/9/81,text,
druid:pz494qg6179,https://purl.stanford.edu/pz494qg6179,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:pz795sn3472,https://purl.stanford.edu/pz795sn3472,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:pz834wk0036,https://purl.stanford.edu/pz834wk0036,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qb351wt1365,https://purl.stanford.edu/qb351wt1365,East Palo Alto/Nairobi Legacy Reunion: Faye McNair-Knox,,7/23/04,still image,http://vocab.getty.edu/aat/300046300
druid:qb389tv5143,https://purl.stanford.edu/qb389tv5143,Ready for finals?,,,still image,
druid:qb433wx7360,https://purl.stanford.edu/qb433wx7360,"Memorial services for Martin Luther King, Jr.-Memorial Church",,4/8/68,still image,http://vocab.getty.edu/aat/300046300
druid:qb436dt0386,https://purl.stanford.edu/qb436dt0386,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:qb450yr2710,https://purl.stanford.edu/qb450yr2710,"Rally the Resistance, Stanford University",,1/20/17,still image,http://vocab.getty.edu/aat/300046300
druid:qb797gb9331,https://purl.stanford.edu/qb797gb9331,R.I.P. Student Groups,,,still image,http://vocab.getty.edu/aat/300224742
druid:qb828jn2044,https://purl.stanford.edu/qb828jn2044,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:qb970td0753,https://purl.stanford.edu/qb970td0753,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qc389qt8869,https://purl.stanford.edu/qc389qt8869,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qc511dy5827,https://purl.stanford.edu/qc511dy5827,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qc689xx3651,https://purl.stanford.edu/qc689xx3651,"East Palo Alto/Nairobi Legacy Reunion: Talala Mshugaa, Eugene (Moriba) Perkins and Efuru Perkins",,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:qc916sh9592,https://purl.stanford.edu/qc916sh9592,"Ujamaa, dorm life",,,still image,http://vocab.getty.edu/aat/300046300
druid:qc931hv7129,https://purl.stanford.edu/qc931hv7129,"Rally the Resistance, Stanford University",,1/20/17,still image,http://vocab.getty.edu/aat/300046300
druid:qd048cc7007,https://purl.stanford.edu/qd048cc7007,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qd078cf9767,https://purl.stanford.edu/qd078cf9767,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qd214dc7062,https://purl.stanford.edu/qd214dc7062,"The Real News, Volume 5, Number 6",,5/17/71,text,
druid:qd304qp1683,https://purl.stanford.edu/qd304qp1683,"Ujamaa House presents a reception honoring Professor Sandra Drake, Drama & Professor John Rickford, Linguistics",,1987-04,still image,
druid:qd326rk2265,https://purl.stanford.edu/qd326rk2265,"Black Lives Matter memorial, Stanford University",,7/22/20,still image,http://vocab.getty.edu/aat/300417379
druid:qd558pk2333,https://purl.stanford.edu/qd558pk2333,Sp14-AFRICAST-139A-01,Forgotten Africa: An Introduction To The Archaeology Of Africa,2014,text,http://vocab.getty.edu/aat/300028026
druid:qd567kd8788,https://purl.stanford.edu/qd567kd8788,Michelle Walsh,,4/6/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:qd697mb9685,https://purl.stanford.edu/qd697mb9685,Sp15-AFRICAST-133B-01,"Covering Islam: On What We Learn To See, Think And Hear About Islam And Muslims",2015,text,http://vocab.getty.edu/aat/300028026
druid:qd702js5891,https://purl.stanford.edu/qd702js5891,Sanchez,,,sound recording-nonmusical,http://vocab.getty.edu/aat/300069200
druid:qd807sh4909,https://purl.stanford.edu/qd807sh4909,Dennis Brutus-South African Poet and Activist-Speaking at Kresge Auditorium,,10/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:qd854mq5714,https://purl.stanford.edu/qd854mq5714,Mary Montle Bacon,,4/8/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:qf009ws9702,https://purl.stanford.edu/qf009ws9702,"Stanford out of South Africa (SOSA), Sit-in at Old Union",,10/23/85,still image,http://vocab.getty.edu/aat/300046300
druid:qf059kz1996,https://purl.stanford.edu/qf059kz1996,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qf122ck7254,https://purl.stanford.edu/qf122ck7254,"New building plans, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qf269fm5805,https://purl.stanford.edu/qf269fm5805,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qf285vt7366,https://purl.stanford.edu/qf285vt7366,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qf293tr7328,https://purl.stanford.edu/qf293tr7328,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qf368rc9855,https://purl.stanford.edu/qf368rc9855,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qf603fd1142,https://purl.stanford.edu/qf603fd1142,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qf630bv4797,https://purl.stanford.edu/qf630bv4797,Class of '81 Santa Cruz trip,,,still image,
druid:qf705pp9057,https://purl.stanford.edu/qf705pp9057,"Transition to new building, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qf889ck2446,https://purl.stanford.edu/qf889ck2446,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qf938jy5004,https://purl.stanford.edu/qf938jy5004,Ujamaa posters,,,text,http://vocab.getty.edu/aat/300027221
druid:qg001sy3967,https://purl.stanford.edu/qg001sy3967,The Black Cultural Center at Stanford,,,text,
druid:qg080wy0281,https://purl.stanford.edu/qg080wy0281,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qg407qk6911,https://purl.stanford.edu/qg407qk6911,Ewart Thomas - Professor Chrm. Psychology - Black Students at Stanford Brochure,,8/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:qg698pd1215,https://purl.stanford.edu/qg698pd1215,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qg724zm7093,https://purl.stanford.edu/qg724zm7093,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qg746hd7919,https://purl.stanford.edu/qg746hd7919,Study in Africa '82 information,,1982,still image,http://vocab.getty.edu/aat/300224742
druid:qg916mv6465,https://purl.stanford.edu/qg916mv6465,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qg951zm7063,https://purl.stanford.edu/qg951zm7063,The Wedding Project,A Resident Dialogues Presentation,1/6/06,moving image,http://vocab.getty.edu/aat/300069200
druid:qh037xc1890,https://purl.stanford.edu/qh037xc1890,Ujamaa posters,,,text,http://vocab.getty.edu/aat/300027221
druid:qh048js0064,https://purl.stanford.edu/qh048js0064,Black is Beautiful Fashion Show,,Undated,text,
druid:qh101mv1719,https://purl.stanford.edu/qh101mv1719,Rev. Dr. Herbert Daughtry,,,still image,http://vocab.getty.edu/aat/300224742
druid:qh162bs0847,https://purl.stanford.edu/qh162bs0847,The Real News,,5/8/72,text,
druid:qh464ng7518,https://purl.stanford.edu/qh464ng7518,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qh582yn2541,https://purl.stanford.edu/qh582yn2541,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qh837kj9279,https://purl.stanford.edu/qh837kj9279,East Palo Alto/Nairobi Legacy Reunion,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:qj039dp1987,https://purl.stanford.edu/qj039dp1987,"Cantor, tripod cam",Tape #2,,moving image,http://vocab.getty.edu/aat/300069200
druid:qj158bj5177,https://purl.stanford.edu/qj158bj5177,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:qj339zp5889,https://purl.stanford.edu/qj339zp5889,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qj438nr1576,https://purl.stanford.edu/qj438nr1576,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qj459xw4514,https://purl.stanford.edu/qj459xw4514,"BELLO, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qj523td1740,https://purl.stanford.edu/qj523td1740,"Transition to new building, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qj708nd1568,https://purl.stanford.edu/qj708nd1568,"Transition to new building, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qj791tq2444,https://purl.stanford.edu/qj791tq2444,RA's say: Think about this,,,still image,
druid:qj799gm0501,https://purl.stanford.edu/qj799gm0501,Letter from Sylvia Wynter to Miner on her leaving,,6/6/78,text,http://vocab.getty.edu/aat/300026877
druid:qj846sw8731,https://purl.stanford.edu/qj846sw8731,Black Student Union News conference,,4/27/87,still image,http://vocab.getty.edu/aat/300046300
druid:qj919vk9144,https://purl.stanford.edu/qj919vk9144,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:qj987zk5081,https://purl.stanford.edu/qj987zk5081,The Real News,,2/25/74,text,
druid:qk175ck4848,https://purl.stanford.edu/qk175ck4848,Stanford Out of South Africa Information Bulletin No.1,,4/24/85,still image,
druid:qk225rk9456,https://purl.stanford.edu/qk225rk9456,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:qk445sp3325,https://purl.stanford.edu/qk445sp3325,"Martin Luther King, Jr. at Stanford",,4/23/64,still image,http://vocab.getty.edu/aat/300046300
druid:qk731fv4886,https://purl.stanford.edu/qk731fv4886,"Black Lives Matter memorial, Stanford University",,7/12/20,still image,http://vocab.getty.edu/aat/300417379
druid:qk931dc8282,https://purl.stanford.edu/qk931dc8282,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qk960dj8634,https://purl.stanford.edu/qk960dj8634,Black Student volunteer center-introducing Ed. History Test for Black children,,11/21/73,still image,http://vocab.getty.edu/aat/300046300
druid:qm062tg7605,https://purl.stanford.edu/qm062tg7605,News Conference: Student Award Winners Calling for Divestment,,6/3/86,still image,http://vocab.getty.edu/aat/300046300
druid:qm064xm5200,https://purl.stanford.edu/qm064xm5200,F12-AFRICAAM-147-01,History Of South Africa,2012,text,http://vocab.getty.edu/aat/300028026
druid:qm086fk1238,https://purl.stanford.edu/qm086fk1238,Students Out of South Africa--Sit-in at Old Union,,10/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:qm155rn3697,https://purl.stanford.edu/qm155rn3697,Sp15-AFRICAAM-36-01,"Represent! Covering Race, Culture, And Identity In The Arts Through Writing, Media, And Transmedia.",2015,text,http://vocab.getty.edu/aat/300028026
druid:qm163rd4401,https://purl.stanford.edu/qm163rd4401,South Africa- Statistical survey,,1985,mixed material,
druid:qm458gt7082,https://purl.stanford.edu/qm458gt7082,James Lowell Gibbs Jr.,An Oral History On Diversity At Stanford,1/20/11,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:qm500nf4983,https://purl.stanford.edu/qm500nf4983,"An Original Dramatic Dialogue between Mary McLeod Bethune and Mary Harris ""Mother"" Jones",,2/13/84,still image,http://vocab.getty.edu/aat/300224742
druid:qm680mh5729,https://purl.stanford.edu/qm680mh5729,PIC Funding Proposal,,,text,http://vocab.getty.edu/aat/300027261
druid:qm863gt6810,https://purl.stanford.edu/qm863gt6810,East Palo Alto/Nairobi Legacy Reunion: Pat Brown,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:qm873zz8983,https://purl.stanford.edu/qm873zz8983,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qn026wf9647,https://purl.stanford.edu/qn026wf9647,"Stanford out of South Africa (SOSA), Sit-in at Old Union",,10/23/85,still image,http://vocab.getty.edu/aat/300046300
druid:qn223wz7573,https://purl.stanford.edu/qn223wz7573,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:qn273fw4436,https://purl.stanford.edu/qn273fw4436,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:qn283bs1782,https://purl.stanford.edu/qn283bs1782,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:qn364mb2390,https://purl.stanford.edu/qn364mb2390,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qn371sb1644,https://purl.stanford.edu/qn371sb1644,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qn413tj9544,https://purl.stanford.edu/qn413tj9544,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qn419sz5742,https://purl.stanford.edu/qn419sz5742,Su14-AFRICAST-238-01,Conflict And Reconciliation In Africa: International Intervention,2014,text,http://vocab.getty.edu/aat/300028026
druid:qn483jk4986,https://purl.stanford.edu/qn483jk4986,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qn714tv8466,https://purl.stanford.edu/qn714tv8466,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qn738qq3533,https://purl.stanford.edu/qn738qq3533,East Palo Alto/Nairobi Legacy Reunion: David Lewis,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:qn739bt8445,https://purl.stanford.edu/qn739bt8445,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
